date,observer.initials,obs.method,device,point.number,time,sky,wind,noise,temp,species.code,count.number,type.a.v,distance.50.u.o,notes,correct.id
7/7/23,BDG,hearing,NA,RC1,8:43,1,0,1,70,REVI,1,a,NA,,no
7/7/23,BDG,hearing,NA,RC1,8:43,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC1,8:43,1,0,1,70,RBNU,1,a,NA,,unverifiable
7/7/23,BDG,hearing,NA,RC1,8:43,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC1,8:43,1,0,1,70,BHVI,1,a,NA,audio files,yes
7/7/23,EDH,merlin,iphone_SE,RC1,8:43,1,0,1,70,RWBL,1,a,NA,,no
7/7/23,EDH,merlin,iphone_SE,RC1,8:43,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC1,8:43,1,0,1,70,REVI,1,a,NA,,no
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:43,1,0,1,70,BHVI,1,a,NA,audio_files,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:43,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:43,1,0,1,70,RWBL,1,a,NA,,no
7/7/23,KL,playback,NA,RC1,8:43,1,0,1,70,BHVI,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC1,8:43,1,0,1,70,BTNW,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC1,8:43,1,0,1,70,HETH,NA,a,NA,,NA
7/7/23,BDG,hearing,NA,RC10,10:19,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC10,10:19,1,0,1,70,DEJU,1,a,NA,,unverifiable
7/7/23,BDG,hearing,NA,RC10,10:19,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC10,10:19,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC10,10:19,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC10,10:19,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC10,10:19,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,KL,playback,NA,RC10,10:19,1,0,1,70,BTNW,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC10,10:19,1,0,1,70,OVEN,NA,a,NA,,NA
7/7/23,BDG,hearing,NA,RC2,8:54,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC2,8:54,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC2,8:54,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC2,8:54,1,0,1,70,WTSP,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC2,8:54,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC2,8:54,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC2,8:54,1,0,1,70,COYE,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC2,8:54,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC2,8:54,1,0,1,70,WOTH,1,a,NA,,no
7/7/23,EDH,merlin,iphone_SE,RC2,8:54,1,0,1,70,WTSP,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC2,8:54,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC2,8:54,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC2,8:54,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC2,8:54,1,0,1,70,COYE,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC2,8:54,1,0,1,70,WTSP,1,a,NA,,yes
7/7/23,KL,playback,NA,RC2,8:54,1,0,1,70,OVEN,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC2,8:54,1,0,1,70,HETH,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC2,8:54,1,0,1,70,BTNW,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC2,8:54,1,0,1,70,COYE,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC2,8:54,1,0,1,70,WTSP,NA,a,NA,,NA
7/7/23,BDG,hearing,NA,RC3,9:04,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC3,9:04,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC3,9:04,1,0,1,70,NAWA,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC3,9:04,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC3,9:04,1,0,1,70,REVI,1,a,NA,,unverifiable
7/7/23,EDH,merlin,iphone_SE,RC3,9:04,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC3,9:04,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC3,9:04,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC3,9:04,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,KL,playback,NA,RC3,9:04,1,0,1,70,OVEN,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC3,9:04,1,0,1,70,AMGO,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC3,9:04,1,0,1,70,BTNW,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC3,9:04,1,0,1,70,NAWA,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC3,9:04,1,0,1,70,HETH,NA,a,NA,,NA
7/7/23,BDG,hearing,NA,RC4,9:14,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC4,9:14,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC4,9:14,1,0,1,70,WTSP,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC4,9:14,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC4,9:14,1,0,1,70,BAWW,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC4,9:14,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC4,9:14,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC4,9:14,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC4,9:14,1,0,1,70,WTSP,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC4,9:14,1,0,1,70,BAWW,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:14,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:14,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:14,1,0,1,70,BAWW,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:14,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:14,1,0,1,70,WTSP,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:14,1,0,1,70,WOTH,1,a,NA,,no
7/7/23,KL,playback,NA,RC4,9:14,1,0,1,70,HETH,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC4,9:14,1,0,1,70,BTNW,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC4,9:14,1,0,1,70,WTSP,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC4,9:14,1,0,1,70,OVEN,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC4,9:14,1,0,1,70,BAWW,NA,a,NA,,NA
7/7/23,BDG,hearing,NA,RC5,9:24,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC5,9:24,1,0,1,70,OVEN,1,a,NA,,unverifiable
7/7/23,BDG,hearing,NA,RC5,9:24,1,0,1,70,HETH,1,a,NA,used to be HERM,yes
7/7/23,BDG,hearing,NA,RC5,9:24,1,0,1,70,DEJU,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC5,9:24,1,0,1,70,WTSP,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC5,9:24,1,0,1,70,MAWA,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC5,9:24,1,0,1,70,CAWA,1,a,NA,,no
7/7/23,EDH,merlin,iphone_SE,RC5,9:24,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC5,9:24,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC5,9:24,1,0,1,70,DEJU,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC5,9:24,1,0,1,70,BAWW,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC5,9:24,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC5,9:24,1,0,1,70,DEJU,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC5,9:24,1,0,1,70,MAWA,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC5,9:24,1,0,1,70,BTNW,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC5,9:24,1,0,1,70,WOTH,1,a,NA,,no
7/7/23,KL,playback,NA,RC5,9:24,1,0,1,70,MAWA,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC5,9:24,1,0,1,70,BTNW,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC5,9:24,1,0,1,70,HETH,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC5,9:24,1,0,1,70,DEJU,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC5,9:24,1,0,1,70,BAWW,NA,a,NA,,NA
7/7/23,KL,playback,NA,RC5,9:24,1,0,1,70,WTSP,NA,a,NA,,NA
7/7/23,BDG,hearing,NA,RC6,9:35,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC6,9:35,1,0,1,70,HETH,1,a,NA,,yes
7/7/23,BDG,hearing,NA,RC6,9:35,1,0,1,70,OSPR,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC6,9:35,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC6,9:35,1,0,1,70,MAWA,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC6,9:35,1,0,1,70,NAWA,1,a,NA,,yes
7/7/23,EDH,merlin,iphone_SE,RC6,9:35,1,0,1,70,RTHA,1,a,NA,,no
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC6,9:35,1,0,1,70,MAWA,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC6,9:35,1,0,1,70,OVEN,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC6,9:35,1,0,1,70,NAWA,1,a,NA,,yes
7/7/23,EJD,merlin,samsung_galaxy_tab_A,RC6,9:35,1,0,1,70,OSPR,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC1,8:25,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC1,8:25,0,0,1,66,CORA,1,a,NA,,unverifiable
7/13/23,SB,hearing,NA,RC1,8:25,0,0,1,66,MODO,1,a,NA,,unverifiable
7/13/23,SB,hearing,NA,RC1,8:25,0,0,1,66,WTSP,1,v,NA,,yes
7/13/23,SB,hearing,NA,RC1,8:25,0,0,1,66,NOFL,1,a,NA,,unverifiable
7/13/23,SB,hearing,NA,RC1,8:25,0,0,1,66,RBNU,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC1,8:25,0,0,1,66,PUFI,1,v,NA,,unverifiable
7/13/23,SB,hearing,NA,RC1,8:25,0,0,1,66,YRWA,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC1,8:25,0,0,1,66,NAWA,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC1,8:25,0,0,1,66,HETH,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC1,8:25,0,0,1,66,BTNW,1,a,NA,audio files,yes
7/13/23,EJD,merlin,iphone_12_pro,RC1,8:25,0,0,1,66,RBNU,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC1,8:25,0,0,1,66,NAWA,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC1,8:25,0,0,1,66,WTSP,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC1,8:25,0,0,1,66,COYE,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC1,8:25,0,0,1,66,YRWA,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC1,8:25,0,0,1,66,DEJU,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC1,8:25,0,0,1,66,YBFL,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:25,0,0,1,66,BTNW,1,a,NA,audio files,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:25,0,0,1,66,YRWA,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:25,0,0,1,66,NAWA,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:25,0,0,1,66,COYE,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:25,0,0,1,66,DEJU,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:25,0,0,1,66,WTSP,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:25,0,0,1,66,RBNU,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC1,8:25,0,0,1,66,YBFL,1,a,NA,,yes
7/13/23,KL,playback,NA,RC1,8:25,0,0,1,66,BTNW,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC1,8:25,0,0,1,66,RBNU,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC1,8:25,0,0,1,66,NAWA,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC1,8:25,0,0,1,66,HETH,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC1,8:25,0,0,1,66,DEJU,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC1,8:25,0,0,1,66,COYE,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC1,8:25,0,0,1,66,YRWA,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC1,8:25,0,0,1,66,WTSP,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC1,8:25,0,0,1,66,YBFL,NA,a,NA,,NA
7/13/23,SB,hearing,NA,RC10,10:05,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC10,10:05,0,0,1,66,HETH,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC10,10:05,0,0,1,66,BCCH,1,a,NA,,unverifiable
7/13/23,SB,hearing,NA,RC10,10:05,0,0,1,66,OVEN,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC10,10:05,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC10,10:05,0,0,1,66,HETH,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC10,10:05,0,0,1,66,OVEN,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC10,10:05,0,0,1,66,CORA,1,a,NA,,no
7/13/23,EJD,merlin,iphone_12_pro,RC10,10:05,0,0,1,66,BTBW,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC10,10:05,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC10,10:05,0,0,1,66,CORA,1,a,NA,,no
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC10,10:05,0,0,1,66,DOWO,1,a,NA,,no
7/13/23,KL,playback,NA,RC10,10:05,0,0,1,66,BTNW,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC10,10:05,0,0,1,66,BTBW,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC10,10:05,0,0,1,66,HETH,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC10,10:05,0,0,1,66,OVEN,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC10,10:05,0,0,1,66,BAWW,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC10,10:05,0,0,1,66,Empidonax sp.,NA,a,NA,,NA
7/13/23,SB,hearing,NA,RC2,8:40,0,0,1,66,HETH,2,a,NA,,yes
7/13/23,SB,hearing,NA,RC2,8:40,0,0,1,66,RBNU,2,a,NA,,yes
7/13/23,SB,hearing,NA,RC2,8:40,0,0,1,66,WTSP,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC2,8:40,0,0,1,66,CORA,1,a,NA,,unverifiable
7/13/23,EJD,merlin,iphone_12_pro,RC2,8:40,0,0,1,66,HETH,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC2,8:40,0,0,1,66,DEJU,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC2,8:40,0,0,1,66,WTSP,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC2,8:40,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC2,8:40,0,0,1,66,BCCH,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC2,8:40,0,0,1,66,RBNU,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC2,8:40,0,0,1,66,WTSP,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC2,8:40,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC2,8:40,0,0,1,66,DEJU,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC2,8:40,0,0,1,66,HETH,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC2,8:40,0,0,1,66,BCCH,1,a,NA,,yes
7/13/23,KL,playback,NA,RC2,8:40,0,0,1,66,HETH,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC2,8:40,0,0,1,66,WTSP,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC2,8:40,0,0,1,66,BTNW,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC2,8:40,0,0,1,66,BCCH,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC2,8:40,0,0,1,66,RBNU,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC2,8:40,0,0,1,66,DEJU,NA,a,NA,,NA
7/13/23,SB,hearing,NA,RC3,8:51,0,0,1,66,HETH,2,a,NA,,yes
7/13/23,SB,hearing,NA,RC3,8:51,0,0,1,66,NAWA,1,a,NA,,unverifiable
7/13/23,SB,hearing,NA,RC3,8:51,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC3,8:51,0,0,1,66,BTBW,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC3,8:51,0,0,1,66,VEER,1,a,NA,,unverifiable
7/13/23,EJD,merlin,iphone_12_pro,RC3,8:51,0,0,1,66,HETH,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC3,8:51,0,0,1,66,BCCH,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC3,8:51,0,0,1,66,BTBW,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC3,8:51,0,0,1,66,CEDW,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC3,8:51,0,0,1,66,BCCH,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC3,8:51,0,0,1,66,HETH,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC3,8:51,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC3,8:51,0,0,1,66,BTBW,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC3,8:51,0,0,1,66,CEDW,1,a,NA,,yes
7/13/23,KL,playback,NA,RC3,8:51,0,0,1,66,BCCH,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC3,8:51,0,0,1,66,HETH,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC3,8:51,0,0,1,66,BTNW,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC3,8:51,0,0,1,66,EWPW,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC3,8:51,0,0,1,66,BTBW,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC3,8:51,0,0,1,66,CEDW,NA,a,NA,,NA
7/13/23,SB,hearing,NA,RC4,9:01,0,0,1,66,HETH,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC4,9:01,0,0,1,66,REVI,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC4,9:01,0,0,1,66,BWHA,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC4,9:01,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC4,9:01,0,0,1,66,WOTH,1,a,NA,,no
7/13/23,EJD,merlin,iphone_12_pro,RC4,9:01,0,0,1,66,NAWA,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC4,9:01,0,0,1,66,HAWO,1,a,NA,,no
7/13/23,EJD,merlin,iphone_12_pro,RC4,9:01,0,0,1,66,HETH,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC4,9:01,0,0,1,66,WTSP,1,a,NA,,no
7/13/23,EJD,merlin,iphone_12_pro,RC4,9:01,0,0,1,66,OVEN,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC4,9:01,0,0,1,66,BWHA,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC4,9:01,0,0,1,66,CONI,1,a,NA,,no
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:01,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:01,0,0,1,66,HETH,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:01,0,0,1,66,BWHA,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:01,0,0,1,66,OVEN,1,a,NA,,yes
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:01,0,0,1,66,RUBL,1,a,NA,,no
7/13/23,EJD,merlin,samsung_galaxy_tab_A,RC4,9:01,0,0,1,66,WTSP,1,a,NA,,no
7/13/23,KL,playback,NA,RC4,9:01,0,0,1,66,BTNW,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC4,9:01,0,0,1,66,HETH,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC4,9:01,0,0,1,66,REVI,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC4,9:01,0,0,1,66,NAWA,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC4,9:01,0,0,1,66,OVEN,NA,a,NA,,NA
7/13/23,KL,playback,NA,RC4,9:01,0,0,1,66,BWHA,NA,a,NA,,NA
7/13/23,SB,hearing,NA,RC5,9:10,0,0,1,66,OVEN,1,a,NA,,yes
7/13/23,SB,hearing,NA,RC5,9:10,0,0,1,66,MODO,1,v,NA,,unverifiable
7/13/23,EJD,merlin,iphone_12_pro,RC5,9:10,0,0,1,66,OVEN,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC5,9:10,0,0,1,66,BTNW,1,a,NA,,yes
7/13/23,EJD,merlin,iphone_12_pro,RC5,9:10,0,0,1,66,CEDW,1,a,NA,,yes
