date,point.number,time,species.code,observer.initials.x,correct.id,verified,id.type
8/24/23,RC2,7:05,warbler sp.,EDH,NA,TRUE,NA
8/24/23,RC2,7:05,YRWA,EDH,NA,TRUE,missed
8/24/23,RC3,7:17,AMCR,EDH,yes,TRUE,correct
8/24/23,RC3,7:17,CORA,EDH,NA,TRUE,missed
8/24/23,RC3,7:17,MODO,EDH,unverifiable,NA,unverifiable
8/24/23,RC3,7:17,UNK,EDH,NA,NA,NA
8/24/23,RC4,7:28,REVI,EDH,yes,TRUE,correct
8/24/23,RC4,7:28,SWTH,EDH,NA,TRUE,missed
8/24/23,RC4,7:28,UNK,EDH,NA,NA,NA
8/24/23,RC4,7:28,UNK,EDH,NA,NA,NA
8/24/23,RC4,7:28,UNK,EDH,NA,NA,NA
8/24/23,RC4,7:28,warbler sp.,EDH,NA,TRUE,NA
8/24/23,RC5,7:41,AMCR,EDH,yes,TRUE,correct
8/24/23,RC5,7:41,bird sp.,EDH,NA,TRUE,NA
8/24/23,RC5,7:41,DOWO,EDH,NA,TRUE,missed
8/24/23,RC5,7:41,HAWO,EDH,yes,TRUE,correct
8/24/23,RC5,7:41,LEFL,EDH,NA,TRUE,missed
8/24/23,RC5,7:41,MODO,EDH,unverifiable,NA,unverifiable
8/24/23,RC5,7:41,UNK,EDH,NA,NA,NA
8/24/23,RC5,7:41,warbler sp.,EDH,NA,TRUE,NA
8/24/23,RC6,7:56,AMCR,EDH,yes,TRUE,correct
8/24/23,RC6,7:56,AMRO,EDH,yes,TRUE,correct
8/24/23,RC6,7:56,BAWW,EDH,yes,TRUE,correct
8/24/23,RC6,7:56,bird sp.,EDH,NA,TRUE,NA
8/24/23,RC6,7:56,MODO,EDH,unverifiable,NA,unverifiable
8/24/23,RC7,8:11,MODO,EDH,unverifiable,NA,unverifiable
8/24/23,RC7,8:11,UNK,EDH,NA,NA,NA
8/24/23,RC7,8:11,UNK,EDH,NA,NA,NA
8/24/23,RC7,8:11,warbler sp.,EDH,NA,TRUE,NA
8/24/23,RC8,8:23,AMCR,EDH,unverifiable,NA,unverifiable
8/24/23,RC8,8:23,NOFL,EDH,NA,TRUE,missed
8/24/23,RC8,8:23,REVI,EDH,yes,TRUE,correct
8/24/23,RC8,8:23,UNK,EDH,NA,NA,NA
8/24/23,RC8,8:23,UNK,EDH,NA,NA,NA
8/24/23,RC8,8:23,warbler sp.,EDH,NA,TRUE,NA
8/24/23,RC9,8:34,AMCR,EDH,unverifiable,NA,unverifiable
8/24/23,RC9,8:34,MODO,EDH,yes,TRUE,correct
8/24/23,RC9,8:34,REVI,EDH,yes,TRUE,correct
9/3/23,RC1,7:40,AGOL,BDG,yes,TRUE,correct
9/3/23,RC1,7:40,BLJA,BDG,yes,TRUE,correct
9/3/23,RC1,7:40,BRCR,BDG,NA,TRUE,NA
9/3/23,RC1,7:40,GCKI,BDG,no,NA,incorrect
9/3/23,RC1,7:40,RBNU,BDG,yes,TRUE,correct
9/3/23,RC10,9:32,bird sp.,BDG,NA,TRUE,NA
9/3/23,RC10,9:32,RBNU,BDG,yes,TRUE,correct
9/3/23,RC2,7:52,AGOL,BDG,yes,TRUE,correct
9/3/23,RC2,7:52,BCCH,BDG,yes,TRUE,correct
9/3/23,RC2,7:52,BTNW,BDG,yes,TRUE,correct
9/3/23,RC2,7:52,REVI,BDG,unverifiable,NA,unverifiable
9/3/23,RC3,8:07,BLJA,BDG,unverifiable,NA,unverifiable
9/3/23,RC3,8:07,GCKI,BDG,unverifiable,NA,unverifiable
9/3/23,RC3,8:07,none,BDG,NA,TRUE,NA
9/3/23,RC3,8:07,REVI,BDG,unverifiable,NA,unverifiable
9/3/23,RC4,8:21,BAWW,BDG,yes,TRUE,correct
9/3/23,RC4,8:21,BCCH,BDG,yes,TRUE,correct
9/3/23,RC4,8:21,BLJA,BDG,yes,TRUE,correct
9/3/23,RC4,8:21,HAWO,BDG,NA,TRUE,missed
9/3/23,RC4,8:21,MAWA,BDG,unverifiable,NA,unverifiable
9/3/23,RC5,8:33,AGOL,BDG,unverifiable,NA,unverifiable
9/3/23,RC5,8:33,BLJA,BDG,unverifiable,NA,unverifiable
9/3/23,RC5,8:33,NOFL,BDG,yes,TRUE,correct
9/3/23,RC6,8:45,BAWW,BDG,NA,TRUE,missed
9/3/23,RC6,8:45,BLJA,BDG,unverifiable,NA,unverifiable
9/3/23,RC7,8:57,BCCH,BDG,unverifiable,NA,unverifiable
9/3/23,RC7,8:57,BRCR,BDG,NA,TRUE,missed
9/3/23,RC7,8:57,CEDW,BDG,unverifiable,NA,unverifiable
9/3/23,RC7,8:57,CORA,BDG,unverifiable,NA,unverifiable
9/3/23,RC7,8:57,NAWA,BDG,yes,TRUE,correct
9/3/23,RC7,8:57,warbler sp.,BDG,NA,TRUE,NA
9/3/23,RC8,9:09,BLJA,BDG,yes,TRUE,correct
9/3/23,RC8,9:09,RBNU,BDG,unverifiable,NA,unverifiable
9/3/23,RC8,9:09,REVI,BDG,yes,TRUE,correct
9/3/23,RC9,9:21,none,BDG,NA,TRUE,NA
9/3/23,RC9,9:21,RBNU,BDG,unverifiable,NA,unverifiable
9/10/23,RC1,7:23,BRCR,BDG,no,NA,incorrect
9/10/23,RC1,7:23,CORA,BDG,yes,TRUE,correct
9/10/23,RC1,7:23,GCKI,BDG,NA,TRUE,NA
9/10/23,RC1,7:23,warbler sp.,BDG,NA,TRUE,NA
9/10/23,RC10,9:00,AMRO,BDG,yes,TRUE,correct
9/10/23,RC10,9:00,BCCH,BDG,yes,TRUE,correct
9/10/23,RC10,9:00,GCKI,BDG,NA,TRUE,missed
9/10/23,RC10,9:00,RBNU,BDG,yes,TRUE,correct
9/10/23,RC2,7:40,AMCR,BDG,NA,TRUE,missed
9/10/23,RC2,7:40,BCCH,BDG,yes,TRUE,correct
9/10/23,RC2,7:40,WTSP,BDG,yes,TRUE,correct
9/10/23,RC3,7:50,AMCR,BDG,unverifiable,NA,unverifiable
9/10/23,RC3,7:50,BCCH,BDG,yes,TRUE,correct
9/10/23,RC3,7:50,RBNU,BDG,yes,TRUE,correct
9/10/23,RC3,7:50,UNK,BDG,NA,NA,NA
9/10/23,RC4,8:00,AGOL,BDG,yes,TRUE,correct
9/10/23,RC4,8:00,AMCR,BDG,unverifiable,NA,unverifiable
9/10/23,RC4,8:00,BCCH,BDG,yes,TRUE,correct
9/10/23,RC4,8:00,RBNU,BDG,unverifiable,NA,unverifiable
9/10/23,RC4,8:00,warbler sp.,BDG,NA,TRUE,NA
9/10/23,RC5,8:09,BLJA,BDG,yes,TRUE,correct
9/10/23,RC5,8:09,DOWO,BDG,yes,TRUE,correct
9/10/23,RC6,8:19,BLJA,BDG,yes,TRUE,correct
9/10/23,RC7,8:30,BCCH,BDG,unverifiable,NA,unverifiable
9/10/23,RC7,8:30,BLJA,BDG,yes,TRUE,correct
9/10/23,RC8,8:40,BCCH,BDG,unverifiable,NA,unverifiable
9/10/23,RC8,8:40,none,BDG,NA,TRUE,NA
9/10/23,RC9,8:50,AMRO,BDG,yes,TRUE,correct
9/10/23,RC9,8:50,BLJA,BDG,unverifiable,NA,unverifiable
9/15/23,RC1,6:57,BADO,BDG,unverifiable,NA,unverifiable
9/15/23,RC1,6:57,HAWO,BDG,yes,TRUE,correct
9/15/23,RC1,6:57,RBNU,BDG,unverifiable,NA,unverifiable
9/15/23,RC1,6:57,warbler sp.,BDG,NA,TRUE,NA
9/15/23,RC10,8:30,BCCH,BDG,no,NA,incorrect
9/15/23,RC10,8:30,warbler sp.,BDG,NA,TRUE,NA
9/15/23,RC10,8:30,YRWA,BDG,NA,TRUE,missed
9/15/23,RC2,7:08,BCCH,BDG,yes,TRUE,correct
9/15/23,RC2,7:08,COYE,BDG,yes,TRUE,correct
9/15/23,RC2,7:08,GCKI,BDG,yes,TRUE,correct
9/15/23,RC2,7:08,RBNU,BDG,yes,TRUE,correct
9/15/23,RC2,7:08,warbler sp.,BDG,NA,TRUE,NA
9/15/23,RC2,7:08,YRWA,BDG,NA,TRUE,missed
9/15/23,RC3,7:18,AGOL,BDG,yes,TRUE,correct
9/15/23,RC3,7:18,AMCR,BDG,unverifiable,NA,unverifiable
9/15/23,RC3,7:18,AMPI,BDG,NA,TRUE,missed
9/15/23,RC3,7:18,GCKI,BDG,unverifiable,NA,unverifiable
9/15/23,RC3,7:18,GRCA,BDG,yes,TRUE,correct
9/15/23,RC3,7:18,PISI,BDG,NA,TRUE,missed
9/15/23,RC3,7:18,UNK,BDG,NA,NA,NA
9/15/23,RC3,7:18,warbler sp.,BDG,NA,TRUE,NA
9/15/23,RC4,7:29,BCCH,BDG,unverifiable,NA,unverifiable
9/15/23,RC4,7:29,bird sp.,BDG,NA,TRUE,NA
9/15/23,RC4,7:29,NOFL,BDG,no,NA,incorrect
9/15/23,RC4,7:29,PIWO,BDG,NA,TRUE,NA
9/15/23,RC5,7:39,AGOL,BDG,yes,TRUE,correct
9/15/23,RC5,7:39,BCCH,BDG,no,NA,incorrect
9/15/23,RC5,7:39,COYE,BDG,unverifiable,NA,unverifiable
9/15/23,RC5,7:39,DOWO,BDG,NA,TRUE,missed
9/15/23,RC5,7:39,EAPH,BDG,NA,TRUE,missed
9/15/23,RC5,7:39,GCKI,BDG,NA,TRUE,missed
9/15/23,RC5,7:39,NOFL,BDG,no,NA,incorrect
9/15/23,RC5,7:39,RBNU,BDG,unverifiable,NA,unverifiable
9/15/23,RC5,7:39,SWTH,BDG,NA,TRUE,missed
9/15/23,RC5,7:39,warbler sp.,BDG,NA,TRUE,NA
9/15/23,RC5,7:39,YRWA,BDG,NA,TRUE,missed
9/15/23,RC6,7:50,BCCH,BDG,no,NA,incorrect
9/15/23,RC6,7:50,warbler sp.,BDG,NA,TRUE,NA
9/15/23,RC7,8:01,AGOL,BDG,yes,TRUE,correct
9/15/23,RC7,8:01,BCCH,BDG,no,NA,incorrect
9/15/23,RC7,8:01,COYE,BDG,yes,TRUE,correct
9/15/23,RC7,8:01,warbler sp.,BDG,NA,TRUE,NA
9/15/23,RC8,8:11,BCCH,BDG,no,NA,incorrect
9/15/23,RC8,8:11,RBNU,BDG,yes,TRUE,correct
9/15/23,RC8,8:11,REVI,BDG,yes,TRUE,correct
9/15/23,RC8,8:11,warbler sp.,BDG,NA,TRUE,NA
9/15/23,RC8,8:11,YRWA,BDG,NA,TRUE,missed
9/15/23,RC9,8:21,BCCH,BDG,no,NA,incorrect
9/15/23,RC9,8:21,BLJA,BDG,yes,TRUE,correct
9/15/23,RC9,8:21,BTNW,BDG,NA,TRUE,NA
9/15/23,RC9,8:21,GCKI,BDG,NA,TRUE,missed
9/18/23,RC1,7:08,AMCR,BDG,unverifiable,NA,unverifiable
9/18/23,RC1,7:08,BLJA,BDG,yes,TRUE,correct
9/18/23,RC2,7:17,AGOL,BDG,unverifiable,NA,unverifiable
9/18/23,RC2,7:17,AMCR,BDG,yes,TRUE,correct
9/18/23,RC2,7:17,GCKI,BDG,unverifiable,NA,unverifiable
9/18/23,RC2,7:17,UNK,BDG,NA,NA,NA
9/18/23,RC2,7:17,YRWA,BDG,NA,TRUE,missed
9/18/23,RC3,7:27,AMCR,BDG,unverifiable,NA,unverifiable
9/18/23,RC3,7:27,bird sp.,BDG,NA,TRUE,NA
9/18/23,RC3,7:27,GCKI,BDG,unverifiable,NA,unverifiable
9/18/23,RC4,7:37,AMCR,BDG,unverifiable,NA,unverifiable
9/18/23,RC4,7:37,HETH,BDG,NA,TRUE,missed
9/18/23,RC4,7:37,NOFL,BDG,no,NA,incorrect
9/18/23,RC4,7:37,warbler sp.,BDG,NA,TRUE,NA
9/18/23,RC5,7:46,AMCR,BDG,unverifiable,NA,unverifiable
9/18/23,RC5,7:46,BLJA,BDG,yes,TRUE,correct
9/18/23,RC5,7:46,CANG,BDG,yes,TRUE,correct
9/18/23,RC5,7:46,CORA,BDG,NA,TRUE,missed
9/26/23,RC1,7:07,AMCR,BDG,yes,TRUE,correct
9/26/23,RC1,7:07,AMRO,BDG,yes,TRUE,correct
9/26/23,RC1,7:07,GCKI,BDG,yes,TRUE,correct
9/26/23,RC1,7:07,UNK,BDG,NA,NA,NA
9/26/23,RC1,7:07,warbler sp.,BDG,NA,TRUE,NA
9/26/23,RC1,7:07,YRWA,BDG,NA,TRUE,missed
9/26/23,RC10,8:46,GCKI,BDG,yes,TRUE,correct
9/26/23,RC2,7:16,bird sp.,BDG,NA,TRUE,NA
9/26/23,RC2,7:16,BLJA,BDG,yes,TRUE,correct
9/26/23,RC2,7:16,BTNW,BDG,yes,TRUE,correct
9/26/23,RC2,7:16,GCKI,BDG,yes,TRUE,correct
9/26/23,RC2,7:16,MAWA,BDG,NA,TRUE,missed
9/26/23,RC2,7:16,UNK,BDG,NA,NA,NA
9/26/23,RC3,7:28,AMCR,BDG,unverifiable,NA,unverifiable
9/26/23,RC3,7:28,RBNU,BDG,unverifiable,NA,unverifiable
9/26/23,RC3,7:28,warbler sp.,BDG,NA,TRUE,NA
9/26/23,RC4,7:38,GCKI,BDG,no,NA,incorrect
9/26/23,RC4,7:38,RBNU,BDG,yes,TRUE,correct
9/26/23,RC5,7:48,BLJA,BDG,yes,TRUE,correct
9/26/23,RC5,7:48,GCKI,BDG,yes,TRUE,correct
9/26/23,RC5,7:48,YRWA,BDG,NA,TRUE,missed
9/26/23,RC6,7:58,BCCH,BDG,NA,TRUE,NA
9/26/23,RC6,7:58,BTNW,BDG,unverifiable,NA,unverifiable
9/26/23,RC6,7:58,GCKI,BDG,no,NA,incorrect
9/26/23,RC6,7:58,YRWA,BDG,NA,TRUE,missed
9/26/23,RC7,8:11,AGOL,BDG,unverifiable,NA,unverifiable
9/26/23,RC7,8:11,UNK,BDG,NA,NA,NA
9/26/23,RC7,8:11,warbler sp.,BDG,NA,TRUE,NA
9/26/23,RC8,8:21,none,BDG,NA,NA,NA
9/26/23,RC8,8:21,YRWA,BDG,NA,TRUE,missed
9/26/23,RC9,8:34,GCKI,BDG,yes,TRUE,correct
9/26/23,RC9,8:34,warbler sp.,BDG,NA,TRUE,NA
10/6/23,RC1,6:52,AMRO,KL,yes,TRUE,correct
10/6/23,RC1,6:52,BLJA,KL,yes,TRUE,correct
10/6/23,RC1,6:52,GCKI,KL,yes,TRUE,correct
10/6/23,RC10,8:28,none,KL,NA,TRUE,NA
10/6/23,RC2,7:02,AMCR,KL,unverifiable,NA,unverifiable
10/6/23,RC2,7:02,none,KL,NA,TRUE,NA
10/6/23,RC3,7:12,BCCH,KL,yes,TRUE,correct
10/6/23,RC3,7:12,GCKI,KL,yes,TRUE,correct
10/6/23,RC3,7:12,UNK,KL,NA,NA,NA
10/6/23,RC3,7:12,YRWA,KL,unverifiable,NA,unverifiable
10/6/23,RC4,7:22,AMCR,KL,yes,TRUE,correct
10/6/23,RC4,7:22,BCCH,KL,yes,TRUE,correct
10/6/23,RC4,7:22,CORA,KL,unverifiable,NA,unverifiable
10/6/23,RC5,7:32,AMCR,KL,yes,TRUE,correct
10/6/23,RC5,7:32,AMRO,KL,yes,TRUE,correct
10/6/23,RC5,7:32,CORA,KL,yes,TRUE,correct
10/6/23,RC5,7:32,SAVS,KL,yes,TRUE,correct
10/6/23,RC5,7:32,UNK,KL,NA,NA,NA
10/6/23,RC6,7:44,GCKI,KL,unverifiable,NA,unverifiable
10/6/23,RC6,7:44,YRWA,KL,yes,TRUE,correct
10/6/23,RC7,7:56,BCCH,KL,yes,TRUE,correct
10/6/23,RC7,7:56,BHVI,KL,yes,TRUE,correct
10/6/23,RC7,7:56,DEJU,KL,yes,TRUE,correct
10/6/23,RC7,7:56,GCKI,KL,yes,TRUE,correct
10/6/23,RC7,7:56,YRWA,KL,yes,TRUE,correct
10/6/23,RC8,8:08,none,KL,NA,TRUE,NA
10/6/23,RC9,8:18,PISI,KL,yes,TRUE,correct
10/6/23,RC9,8:18,YRWA,KL,yes,TRUE,correct
10/11/23,RC1,14:41,AMCR,BDG,unverifiable,NA,unverifiable
10/11/23,RC1,14:41,none,BDG,NA,TRUE,NA
10/11/23,RC10,12:57,GCKI,BDG,yes,TRUE,correct
10/11/23,RC2,14:31,none,BDG,NA,TRUE,NA
10/11/23,RC4,14:11,BCCH,BDG,yes,TRUE,correct
10/11/23,RC4,14:11,BLJA,BDG,unverifiable,NA,unverifiable
10/11/23,RC4,14:11,GCKI,BDG,yes,TRUE,correct
10/11/23,RC5,13:47,BLJA,BDG,unverifiable,NA,unverifiable
10/11/23,RC5,13:47,none,BDG,NA,TRUE,NA
10/11/23,RC6,13:38,BCCH,BDG,unverifiable,NA,unverifiable
10/11/23,RC6,13:38,none,BDG,NA,TRUE,NA
10/11/23,RC7,13:28,BCCH,BDG,yes,TRUE,correct
10/11/23,RC8,13:17,BCCH,BDG,yes,TRUE,correct
10/11/23,RC8,13:17,GCKI,BDG,unverifiable,NA,unverifiable
10/11/23,RC9,13:07,none,BDG,NA,TRUE,NA
10/11/23,RC9,13:07,UNK,BDG,NA,NA,NA
10/16/23,RC1,7:15,AMCR,BDG,unverifiable,NA,unverifiable
10/16/23,RC1,7:15,DEJU,BDG,no,NA,incorrect
10/16/23,RC1,7:15,GCKI,BDG,yes,TRUE,correct
10/16/23,RC1,7:15,PISI,BDG,yes,TRUE,correct
10/16/23,RC1,7:15,PUFI,BDG,NA,TRUE,missed
10/16/23,RC1,7:15,YRWA,BDG,yes,TRUE,correct
10/16/23,RC10,8:56,DEJU,BDG,unverifiable,NA,unverifiable
10/16/23,RC10,8:56,none,BDG,NA,TRUE,NA
10/16/23,RC10,8:56,UNK,BDG,NA,NA,NA
10/16/23,RC2,7:26,AMRO,BDG,yes,TRUE,correct
10/16/23,RC2,7:26,BLJA,BDG,unverifiable,NA,unverifiable
10/16/23,RC2,7:26,CORA,BDG,yes,TRUE,correct
10/16/23,RC2,7:26,GCKI,BDG,unverifiable,NA,unverifiable
10/16/23,RC2,7:26,PISI,BDG,yes,TRUE,correct
10/16/23,RC2,7:26,PUFI,BDG,NA,TRUE,missed
10/16/23,RC2,7:26,YRWA,BDG,yes,TRUE,correct
10/16/23,RC3,7:36,BLJA,BDG,unverifiable,NA,unverifiable
10/16/23,RC3,7:36,DEJU,BDG,unverifiable,NA,unverifiable
10/16/23,RC3,7:36,GCKI,BDG,yes,TRUE,correct
10/16/23,RC3,7:36,PISI,BDG,yes,TRUE,correct
10/16/23,RC3,7:36,YRWA,BDG,yes,TRUE,correct
10/16/23,RC4,7:53,BCCH,BDG,yes,TRUE,correct
10/16/23,RC4,7:53,BTNW,BDG,unverifiable,NA,unverifiable
10/16/23,RC4,7:53,DEJU,BDG,yes,TRUE,correct
10/16/23,RC4,7:53,GCKI,BDG,NA,TRUE,missed
10/16/23,RC4,7:53,PAWA,BDG,NA,TRUE,missed
10/16/23,RC4,7:53,warbler sp.,BDG,NA,TRUE,NA
10/16/23,RC4,7:53,WTSP,BDG,NA,TRUE,missed
10/16/23,RC4,7:53,YRWA,BDG,yes,TRUE,correct
10/16/23,RC5,8:03,AMCR,BDG,NA,TRUE,missed
10/16/23,RC5,8:03,AMRO,BDG,unverifiable,NA,unverifiable
10/16/23,RC5,8:03,CHSP,BDG,NA,TRUE,missed
10/16/23,RC5,8:03,COHA,BDG,unverifiable,NA,unverifiable
10/16/23,RC5,8:03,DEJU,BDG,no,NA,incorrect
10/16/23,RC5,8:03,GCKI,BDG,yes,TRUE,correct
10/16/23,RC5,8:03,HAWO,BDG,NA,TRUE,NA
10/16/23,RC5,8:03,NOFL,BDG,no,NA,incorrect
10/16/23,RC5,8:03,SOSP,BDG,NA,TRUE,missed
10/16/23,RC5,8:03,WTSP,BDG,NA,TRUE,missed
10/16/23,RC5,8:03,YRWA,BDG,yes,TRUE,correct
10/16/23,RC6,8:16,AMRO,BDG,NA,TRUE,missed
10/16/23,RC6,8:16,DEJU,BDG,unverifiable,NA,unverifiable
10/16/23,RC6,8:16,HETH,BDG,NA,TRUE,missed
10/16/23,RC6,8:16,YRWA,BDG,yes,TRUE,correct
10/16/23,RC7,8:26,AGOL,BDG,unverifiable,NA,unverifiable
10/16/23,RC7,8:26,GCKI,BDG,unverifiable,NA,unverifiable
10/16/23,RC7,8:26,none,BDG,NA,TRUE,NA
10/16/23,RC7,8:26,YRWA,BDG,unverifiable,NA,unverifiable
10/16/23,RC8,8:36,AMCR,BDG,yes,TRUE,correct
10/16/23,RC8,8:36,BCCH,BDG,yes,TRUE,correct
10/16/23,RC8,8:36,DEJU,BDG,yes,TRUE,correct
10/16/23,RC8,8:36,GCKI,BDG,unverifiable,NA,unverifiable
10/16/23,RC8,8:36,PIWO,BDG,yes,TRUE,correct
10/16/23,RC8,8:36,YRWA,BDG,NA,TRUE,missed
10/16/23,RC9,8:46,DEJU,BDG,yes,TRUE,correct
10/16/23,RC9,8:46,UNK,BDG,NA,NA,NA
10/16/23,RC9,8:46,YRWA,BDG,yes,TRUE,correct
10/27/23,RC1,7:31,AGOL,BDG,unverifiable,NA,unverifiable
10/27/23,RC1,7:31,AMCR,BDG,unverifiable,NA,unverifiable
10/27/23,RC1,7:31,AMRO,BDG,yes,TRUE,correct
10/27/23,RC1,7:31,DEJU,BDG,no,NA,incorrect
10/27/23,RC1,7:31,YRWA,BDG,NA,TRUE,missed
10/27/23,RC10,9:05,AMCR,BDG,unverifiable,NA,unverifiable
10/27/23,RC10,9:05,CORA,BDG,yes,TRUE,correct
10/27/23,RC10,9:05,PISI,BDG,yes,TRUE,correct
10/27/23,RC2,7:45,AMCR,BDG,yes,TRUE,correct
10/27/23,RC2,7:45,PISI,BDG,unverifiable,NA,unverifiable
10/27/23,RC3,7:56,AMCR,BDG,yes,TRUE,correct
10/27/23,RC3,7:56,BLJA,BDG,unverifiable,NA,unverifiable
10/27/23,RC3,7:56,PISI,BDG,yes,TRUE,correct
10/27/23,RC4,8:06,AGOL,BDG,yes,TRUE,correct
10/27/23,RC4,8:06,AMRO,BDG,yes,TRUE,correct
10/27/23,RC4,8:06,BLJA,BDG,yes,TRUE,correct
10/27/23,RC4,8:06,BRCR,BDG,yes,TRUE,correct
10/27/23,RC4,8:06,YRWA,BDG,NA,TRUE,missed
10/27/23,RC5,8:16,AMCR,BDG,yes,TRUE,correct
10/27/23,RC5,8:16,GCKI,BDG,yes,TRUE,correct
10/27/23,RC5,8:16,PISI,BDG,yes,TRUE,correct
10/27/23,RC6,8:26,AMCR,BDG,yes,TRUE,correct
10/27/23,RC6,8:26,AMRO,BDG,yes,TRUE,correct
10/27/23,RC7,8:36,GCKI,BDG,yes,TRUE,correct
10/27/23,RC8,8:46,GCKI,BDG,yes,TRUE,correct
10/27/23,RC9,8:56,AMCR,BDG,unverifiable,TRUE,unverifiable
10/27/23,RC9,8:56,GCKI,BDG,yes,TRUE,correct